pool,pool_label,week_start,variant,next_cumulative_net_return_bps,next_cumulative_alpha_bps
baseline_pool_l,lgbm328,2023-02-16,lgbm328,795.375474,493.8332269762751
baseline_pool_l,lgbm328,2023-02-17,lgbm328,807.416938,495.5372068826215
baseline_pool_l,lgbm328,2023-02-20,lgbm328,905.305022,499.18629023121656
baseline_pool_l,lgbm328,2023-02-21,lgbm328,901.801228,481.39009164041187
baseline_pool_l,lgbm328,2023-02-22,lgbm328,911.165158,476.2558114104042
baseline_pool_l,lgbm328,2023-02-23,lgbm328,862.502683,459.12976924654185
baseline_pool_l,lgbm328,2023-02-24,lgbm328,824.734154,474.7690532074686
baseline_pool_l,lgbm328,2023-02-27,lgbm328,839.945398,472.79994297915334
baseline_pool_l,lgbm328,2023-02-28,lgbm328,938.164600,509.5717022960553
baseline_pool_l,lgbm328,2023-03-01,lgbm328,1037.972051,579.2524533981142
baseline_pool_l,lgbm328,2023-03-02,lgbm328,1011.602913,575.0618036309831
baseline_pool_l,lgbm328,2023-03-03,lgbm328,1005.854750,575.7445782098952
baseline_pool_l,lgbm328,2023-03-06,lgbm328,913.777969,581.063377329195
baseline_pool_l,lgbm328,2023-03-07,lgbm328,851.575344,580.4468714122683
baseline_pool_l,lgbm328,2023-03-08,lgbm328,885.113277,565.7056081280206
baseline_pool_l,lgbm328,2023-03-09,lgbm328,838.833878,575.5845180545143
baseline_pool_l,lgbm328,2023-03-10,lgbm328,830.715823,591.2053847561482
baseline_pool_l,lgbm328,2023-03-13,lgbm328,796.867777,608.2404308561536
baseline_pool_l,lgbm328,2023-03-14,lgbm328,764.081969,572.5470832951037
baseline_pool_l,lgbm328,2023-03-15,lgbm328,657.991614,542.2691755619109
baseline_pool_l,lgbm328,2023-03-16,lgbm328,641.092323,544.8917435069917
baseline_pool_l,lgbm328,2023-03-17,lgbm328,678.206452,601.474381880991
baseline_pool_l,lgbm328,2023-03-20,lgbm328,735.322435,579.5068567742296
baseline_pool_l,lgbm328,2023-03-21,lgbm328,833.611126,572.4960793855546
baseline_pool_l,lgbm328,2023-03-22,lgbm328,835.714803,572.4842261446005
baseline_pool_l,lgbm328,2023-03-23,lgbm328,896.785859,615.8755644381786
baseline_pool_l,lgbm328,2023-03-24,lgbm328,905.418302,630.3024133414797
baseline_pool_l,lgbm328,2023-03-27,lgbm328,861.271603,621.2335958711783
baseline_pool_l,lgbm328,2023-03-28,lgbm328,807.155129,616.9516410089786
baseline_pool_l,lgbm328,2023-03-29,lgbm328,785.373227,624.0185151816504
baseline_pool_l,lgbm328,2023-03-30,lgbm328,827.715213,616.3859460852866
baseline_pool_l,lgbm328,2023-03-31,lgbm328,964.681297,666.2739236865265
baseline_pool_l,lgbm328,2023-04-03,lgbm328,1044.631370,759.259108356966
baseline_pool_l,lgbm328,2023-04-04,lgbm328,1055.270027,804.4815399479241
baseline_pool_l,lgbm328,2023-04-06,lgbm328,1176.524835,853.0821645739506
baseline_pool_l,lgbm328,2023-04-07,lgbm328,1208.052177,899.8761608113075
baseline_pool_l,lgbm328,2023-04-10,lgbm328,1141.985789,884.190134691491
baseline_pool_l,lgbm328,2023-04-11,lgbm328,1215.077057,896.9398582266116
baseline_pool_l,lgbm328,2023-04-12,lgbm328,1246.103120,927.4494813554511
baseline_pool_l,lgbm328,2023-04-13,lgbm328,1230.190408,895.7523520687982
baseline_pool_l,lgbm328,2023-04-14,lgbm328,1196.418510,849.3475552843468
baseline_pool_l,lgbm328,2023-04-17,lgbm328,1176.688268,843.8260823005887
baseline_pool_l,lgbm328,2023-04-18,lgbm328,1186.496677,879.3806220126472
baseline_pool_l,lgbm328,2023-04-19,lgbm328,1247.991415,983.4461551712759
baseline_pool_l,lgbm328,2023-04-20,lgbm328,1133.323576,1000.4821766207643
baseline_pool_l,lgbm328,2023-04-21,lgbm328,992.100039,1006.8552996130325
baseline_pool_l,lgbm328,2023-04-24,lgbm328,895.351145,1014.0017719624396
baseline_pool_l,lgbm328,2023-04-25,lgbm328,837.540615,996.9548872169878
baseline_pool_l,lgbm328,2023-04-26,lgbm328,888.710778,1004.745934023876
baseline_pool_l,lgbm328,2023-04-27,lgbm328,992.940547,998.538210931611
baseline_pool_l,lgbm328,2023-04-28,lgbm328,1098.990822,1015.2521388278857
